# %ECSV 0.9
# ---
# datatype:
# - {name: nspectra, datatype: float64}
# - {name: t_mjd, datatype: float64}
# - {name: numoutliers, datatype: float64}
# - {name: skymedian, datatype: float64}
# - {name: shift, datatype: float64}
# - {name: '# nans', datatype: float64}
# schema: astropy-2.0
nspectra t_mjd numoutliers skymedian shift "# nans"
289.0 59120.51858386 24.0 48.103965759277344 0.0 0.0
290.0 59120.519880155 28.0 49.21820068359375 0.0 0.0
291.0 59120.521176455004 29.0 43.69778823852539 0.0 0.0
292.0 59120.52247275 28.0 44.30162811279297 0.0 0.0
293.0 59120.523769045 30.0 41.671302795410156 0.0 0.0
294.0 59120.52506534 22.0 43.93146896362305 0.0 0.0
295.0 59120.526361640004 26.0 43.1902961730957 0.0 0.0
296.0 59120.527657935 26.0 46.95659637451172 0.0 0.0
297.0 59120.52895423 28.0 44.36793518066406 0.0 0.0
298.0 59120.530250525 32.0 44.97346496582031 0.0 0.0
299.0 59120.531546825 26.0 43.59845733642578 0.0 0.0
300.0 59120.53284312 25.0 45.2924919128418 0.0 0.0
301.0 59120.534139415 30.0 42.44266128540039 0.0 0.0
302.0 59120.535435715 29.0 46.19086456298828 0.0 0.0
303.0 59120.536732010005 29.0 43.74531936645508 0.0 0.0
304.0 59120.538028305 26.0 45.74005889892578 0.0 0.0
305.0 59120.5393246 30.0 43.44755554199219 0.0 0.0
306.0 59120.540620895 27.0 45.44486618041992 0.0 0.0
307.0 59120.541917195 33.0 42.029388427734375 0.0 0.0
308.0 59120.543213490004 28.0 42.603370666503906 0.0 0.0
309.0 59120.544509785 29.0 37.32036590576172 0.0 0.0
310.0 59120.545806085 27.0 37.651466369628906 0.0 0.0
311.0 59120.547102380006 27.0 35.02523422241211 0.0 0.0
312.0 59178.899314755 24.0 32.75309753417969 0.0 0.0
313.0 59178.900611054996 30.0 31.287397384643555 0.0 0.0
314.0 59178.901907349995 30.0 33.31074523925781 0.0 0.0
315.0 59178.903203645 30.0 31.176162719726562 0.0 0.0
316.0 59178.90449994 28.0 35.42744445800781 0.0 0.0
317.0 59178.905796235 31.0 34.544166564941406 0.0 0.0
318.0 59178.907092535 29.0 37.62290573120117 0.0 0.0
319.0 59178.90838883 28.0 37.481658935546875 0.0 0.0
320.0 59178.909685125 30.0 39.68919372558594 0.0 0.0
321.0 59178.910981425 31.0 37.4056282043457 0.0 0.0
322.0 59178.912277719995 25.0 38.74041748046875 0.0 0.0
323.0 59178.913574015 29.0 35.716957092285156 0.0 0.0
324.0 59178.91487031 24.0 37.5722541809082 0.0 0.0
325.0 59178.91616661 28.0 35.63519287109375 0.0 0.0
326.0 59178.917462904996 26.0 37.94730758666992 0.0 0.0
327.0 59178.918759199994 32.0 36.11394119262695 0.0 0.0
328.0 59178.920055495 26.0 38.12812042236328 0.0 0.0
329.0 59178.921351795 31.0 36.58135986328125 0.0 0.0
330.0 59178.922648089996 27.0 39.06686019897461 0.0 0.0
331.0 59178.923944385 36.0 37.61368942260742 0.0 0.0
332.0 59178.925240685 26.0 41.40177917480469 0.0 0.0
333.0 59178.92653698 31.0 40.294891357421875 0.0 0.0
334.0 59178.927833275 26.0 46.965370178222656 0.0 0.0
335.0 59178.929129569995 26.0 46.6098747253418 0.0 0.0
336.0 59178.96190735 25.0 32.65904998779297 0.0 0.0
337.0 59178.963203645 32.0 31.270374298095703 0.0 0.0
338.0 59178.964499940004 25.0 33.675537109375 0.0 0.0
339.0 59178.965796235 27.0 31.32030487060547 0.0 0.0
340.0 59178.967092535 26.0 33.38097381591797 0.0 0.0
341.0 59178.96838883 29.0 31.852062225341797 0.0 0.0
342.0 59178.969685125 25.0 33.887611389160156 0.0 0.0
343.0 59178.970981425 30.0 34.248226165771484 0.0 0.0
344.0 59178.97227772 28.0 37.64791488647461 0.0 0.0
345.0 59178.973574015 29.0 35.673583984375 0.0 0.0
346.0 59178.974870310005 26.0 37.37997817993164 0.0 0.0
347.0 59178.976166609995 30.0 35.62161636352539 0.0 0.0
348.0 59178.977462905 26.0 38.21036148071289 0.0 0.0
349.0 59178.9787592 30.0 37.127044677734375 0.0 0.0
350.0 59178.980055495 26.0 39.60594940185547 0.0 0.0
351.0 59178.981351795 33.0 37.083038330078125 0.0 0.0
352.0 59178.98264809 28.0 38.43252944946289 0.0 0.0
353.0 59178.983944385 32.0 36.70024871826172 0.0 0.0
354.0 59178.985240685 27.0 37.392921447753906 0.0 0.0
355.0 59178.986536979995 30.0 36.22361755371094 0.0 0.0
356.0 59178.987833275 27.0 39.460777282714844 0.0 0.0
357.0 59178.98912957 33.0 38.22343063354492 0.0 0.0
358.0 59178.990425865 29.0 40.18143081665039 0.0 0.0
359.0 59178.991722164996 37.0 38.22509765625 0.0 0.0
360.0 59178.993018459994 28.0 41.49803161621094 0.0 0.0
361.0 59178.994314755 32.0 41.513031005859375 0.0 0.0
362.0 59179.028087905 26.0 32.58523178100586 0.0 0.0
363.0 59179.029384199996 31.0 31.57645606994629 0.0 0.0
364.0 59179.030680494994 29.0 33.38469696044922 0.0 0.0
365.0 59179.031976795 33.0 31.544559478759766 0.0 0.0
366.0 59179.03327309 26.0 33.431400299072266 0.0 0.0
367.0 59179.034569384996 30.0 31.459169387817383 0.0 0.0
368.0 59179.035865679994 24.0 34.305179595947266 0.0 0.0
369.0 59179.03716198 32.0 34.9029655456543 0.0 0.0
370.0 59179.038458275 28.0 38.01217269897461 0.0 0.0
371.0 59179.039754569996 33.0 36.01509094238281 0.0 0.0
372.0 59179.04105087 28.0 37.863101959228516 0.0 0.0
373.0 59179.042347165 28.0 36.12287139892578 0.0 0.0
374.0 59179.04364346 28.0 38.21288299560547 0.0 0.0
375.0 59179.044939755 28.0 35.49207305908203 0.0 0.0
376.0 59179.046236049995 24.0 37.9649658203125 0.0 0.0
377.0 59179.04753235 29.0 36.236785888671875 0.0 0.0
378.0 59179.048828645 22.0 38.42612075805664 0.0 0.0
379.0 59179.05012494 33.0 36.29621124267578 0.0 0.0
380.0 59179.05142124 29.0 38.850677490234375 0.0 0.0
381.0 59179.052717535 31.0 36.882049560546875 0.0 0.0
382.0 59179.05401383 25.0 39.194515228271484 0.0 0.0
383.0 59179.055310125 64.0 35.97624588012695 0.0 0.0
384.0 59179.056606425 24.0 39.185272216796875 0.0 0.0
385.0 59179.05790272 27.0 39.92746353149414 0.0 0.0
386.0 59179.059199015 23.0 44.004112243652344 0.0 0.0
387.0 59179.06049531 29.0 42.532081604003906 0.0 0.0
388.0 59179.09426846 23.0 32.7873420715332 0.0 0.0
389.0 59179.095564755 32.0 31.556751251220703 0.0 0.0
390.0 59179.096861055004 24.0 33.69076156616211 0.0 0.0
391.0 59179.09815735 27.0 31.655136108398438 0.0 0.0
392.0 59179.099453645 29.0 33.350120544433594 0.0 0.0
393.0 59179.10074994 31.0 32.07130432128906 0.0 0.0
394.0 59179.102046235 26.0 33.71411895751953 0.0 0.0
395.0 59179.103342535 35.0 34.532936096191406 0.0 0.0
396.0 59179.10463883 30.0 37.807979583740234 0.0 0.0
397.0 59179.105935125 29.0 35.93600845336914 0.0 0.0
398.0 59179.107231425 25.0 37.401405334472656 0.0 0.0
399.0 59179.10852772 35.0 35.40135955810547 0.0 0.0
400.0 59179.109824015 25.0 37.326290130615234 0.0 0.0
401.0 59179.11112031 31.0 35.230716705322266 0.0 0.0
402.0 59179.112416610005 25.0 37.85845947265625 0.0 0.0
403.0 59179.113712905004 31.0 35.7507438659668 0.0 0.0
404.0 59179.1150092 27.0 37.21337127685547 0.0 0.0
405.0 59179.116305495 29.0 35.61598205566406 0.0 0.0
406.0 59179.117601795 23.0 38.564483642578125 0.0 0.0
407.0 59179.118898090004 36.0 36.897010803222656 0.0 0.0
408.0 59179.120194385 35.0 39.56770324707031 0.0 0.0
409.0 59179.121490685 31.0 38.25237274169922 0.0 0.0
410.0 59179.12278698 29.0 41.163612365722656 0.0 0.0
411.0 59179.124083275 32.0 38.992591857910156 0.0 0.0
412.0 59179.12537957 32.0 40.588375091552734 0.0 0.0
413.0 59179.126675865 30.0 40.25597381591797 0.0 0.0
414.0 59269.031274124995 26.0 37.955989837646484 0.0 0.0
415.0 59269.03257042 32.0 36.962562561035156 0.0 0.0
